"","incgroup_prepost","presapp_track"
"5282","$30,000-$34,999","Wrong Track"
"5283","$100,000-$109,999","Wrong Track"
"5284","$17,500-$19,999","Wrong Track"
"5285","$22,500-$24,999","Wrong Track"
"5286","$80,000-$89,999","Wrong Track"
"5287","$125,000-$149,999","Wrong Track"
"5288","$125,000-$149,999","Wrong Track"
"5289","$50,000-$54,999","Right Direction"
"5290","$30,000-$34,999","Right Direction"
"5291","$30,000-$34,999","Right Direction"
"5292","$150,000-$174,999","Wrong Track"
"5293","$100,000-$109,999","Right Direction"
"5294","$15,000-$17,499","Wrong Track"
"5295","$40,000-$44,999","Right Direction"
"5296","$80,000-$89,999","Wrong Track"
"5297","$30,000-$34,999","Wrong Track"
"5298","$35,000-$39,999","Right Direction"
"5299","$70,000-$74,999","Wrong Track"
"5300","$25,000-$27,499","Wrong Track"
"5301","$60,000-$64,999","Wrong Track"
"5302","Under $5,000","Wrong Track"
"5303","$27,500-$29,999","Wrong Track"
"5304","$125,000-$149,999","Wrong Track"
"5305","Under $5,000","Wrong Track"
"5306","Under $5,000","Right Direction"
"5307","$40,000-$44,999","Wrong Track"
"5308","$110,000-$124,999","Wrong Track"
"5309","$15,000-$17,499","Wrong Track"
"5310","$60,000-$64,999","Wrong Track"
"5311","$50,000-$54,999","Wrong Track"
"5312","Under $5,000","Wrong Track"
"5313","$50,000-$54,999","Wrong Track"
"5314","$22,500-$24,999","Wrong Track"
"5315","$70,000-$74,999","Wrong Track"
"5316","$175,000-$249,999","Right Direction"
"5317","$50,000-$54,999","Right Direction"
"5318","Under $5,000","Right Direction"
"5319","$150,000-$174,999","Wrong Track"
"5320","$90,000-$99,999","Right Direction"
"5321","$125,000-$149,999","Right Direction"
"5322","$20,000-$22,499","Right Direction"
"5323","$60,000-$64,999","Wrong Track"
"5324","$35,000-$39,999","Right Direction"
"5325","$125,000-$149,999","Right Direction"
"5326","$75,000-$79,999","Wrong Track"
"5327","$150,000-$174,999","Wrong Track"
"5328","$250,000 Or More","Wrong Track"
"5329","$65,000-$69,999","Wrong Track"
"5330","$55,000-$59,999","Wrong Track"
"5331","$50,000-$54,999","Wrong Track"
"5332","$5,000-$9,999","Right Direction"
"5333","$25,000-$27,499","Right Direction"
"5334","$65,000-$69,999","Wrong Track"
"5335",NA,NA
"5336","$250,000 Or More","Wrong Track"
"5337","$10,000-$12,499","Wrong Track"
"5338","Under $5,000","Right Direction"
"5339","$125,000-$149,999","Right Direction"
"5340","$110,000-$124,999","Wrong Track"
"5341","$150,000-$174,999","Wrong Track"
"5342","Under $5,000","Right Direction"
"5343","$30,000-$34,999","Right Direction"
"5344","$55,000-$59,999","Right Direction"
"5345","$80,000-$89,999","Right Direction"
"5346","$35,000-$39,999","Right Direction"
"5347","$100,000-$109,999","Wrong Track"
"5348","Under $5,000","Right Direction"
"5349","$30,000-$34,999","Right Direction"
"5350","$10,000-$12,499","Right Direction"
"5351","$12,500-$14,999","Wrong Track"
"5352","$10,000-$12,499","Right Direction"
"5353","$175,000-$249,999","Right Direction"
"5354","$22,500-$24,999","Right Direction"
"5355","$65,000-$69,999","Wrong Track"
"5356","$150,000-$174,999","Wrong Track"
"5357","$10,000-$12,499","Right Direction"
"5358","$35,000-$39,999","Wrong Track"
"5359","$100,000-$109,999","Wrong Track"
"5360","$100,000-$109,999","Right Direction"
"5361","$175,000-$249,999","Wrong Track"
"5362","$30,000-$34,999","Wrong Track"
"5363","$30,000-$34,999","Wrong Track"
"5364","$35,000-$39,999","Wrong Track"
"5365","$12,500-$14,999","Wrong Track"
"5366","$60,000-$64,999","Wrong Track"
"5367","$80,000-$89,999","Wrong Track"
"5368","$125,000-$149,999","Wrong Track"
"5369","$55,000-$59,999","Right Direction"
"5370","$50,000-$54,999","Wrong Track"
"5371","$60,000-$64,999","Wrong Track"
"5372","$110,000-$124,999","Wrong Track"
"5373","$27,500-$29,999","Right Direction"
"5374","$175,000-$249,999","Wrong Track"
"5375","$30,000-$34,999","Wrong Track"
"5376","$65,000-$69,999","Wrong Track"
"5377",NA,NA
"5378","$30,000-$34,999","Wrong Track"
"5379","$110,000-$124,999","Wrong Track"
"5380","$40,000-$44,999","Right Direction"
"5381","$50,000-$54,999","Wrong Track"
"5382","$80,000-$89,999","Wrong Track"
"5383","$5,000-$9,999","Right Direction"
"5384","$125,000-$149,999","Right Direction"
"5385","$250,000 Or More","Wrong Track"
"5386","$40,000-$44,999","Wrong Track"
"5387","$30,000-$34,999","Wrong Track"
"5388","$40,000-$44,999","Right Direction"
"5389","$50,000-$54,999","Wrong Track"
"5390","$10,000-$12,499","Wrong Track"
"5391","$75,000-$79,999","Wrong Track"
"5392","$27,500-$29,999","Wrong Track"
"5393","$40,000-$44,999","Right Direction"
"5394","$50,000-$54,999","Right Direction"
"5395","$150,000-$174,999","Wrong Track"
"5396","$15,000-$17,499","Right Direction"
"5397","$10,000-$12,499","Wrong Track"
"5398","$27,500-$29,999","Right Direction"
"5399","$90,000-$99,999","Wrong Track"
"5400","Under $5,000","Wrong Track"
"5401","$40,000-$44,999","Right Direction"
"5402","$10,000-$12,499","Right Direction"
"5403","$80,000-$89,999","Wrong Track"
"5404","$55,000-$59,999","Wrong Track"
"5405","$55,000-$59,999","Wrong Track"
"5406","$70,000-$74,999","Wrong Track"
"5407","$125,000-$149,999","Wrong Track"
"5408","$110,000-$124,999","Right Direction"
"5409","$80,000-$89,999","Wrong Track"
"5410","$25,000-$27,499","Right Direction"
"5411","$150,000-$174,999","Wrong Track"
"5412","$45,000-$49,999","Wrong Track"
"5413","$175,000-$249,999","Wrong Track"
"5414","$25,000-$27,499","Wrong Track"
"5415","Under $5,000","Wrong Track"
"5416","$30,000-$34,999","Right Direction"
"5417","$90,000-$99,999","Right Direction"
"5418","$125,000-$149,999","Wrong Track"
"5419","$100,000-$109,999","Wrong Track"
"5420","$110,000-$124,999","Wrong Track"
"5421","$5,000-$9,999","Right Direction"
"5422","$90,000-$99,999","Wrong Track"
"5423","$125,000-$149,999","Wrong Track"
"5424","Under $5,000","Wrong Track"
"5425","$30,000-$34,999","Right Direction"
"5426","Under $5,000","Right Direction"
"5427","$75,000-$79,999","Wrong Track"
"5428","$10,000-$12,499","Right Direction"
"5429","$100,000-$109,999","Right Direction"
"5430","$30,000-$34,999","Wrong Track"
"5431","$22,500-$24,999","Right Direction"
"5432","Under $5,000","Right Direction"
"5433","$100,000-$109,999","Wrong Track"
"5434","$10,000-$12,499","Right Direction"
"5435","$80,000-$89,999","Right Direction"
"5436","$10,000-$12,499","Wrong Track"
"5437","$65,000-$69,999","Wrong Track"
"5438","$15,000-$17,499","Right Direction"
"5439","$100,000-$109,999","Wrong Track"
"5440","$60,000-$64,999","Wrong Track"
"5441","$25,000-$27,499","Wrong Track"
"5442","$100,000-$109,999","Right Direction"
"5443","$50,000-$54,999","Wrong Track"
"5444","Under $5,000","Right Direction"
"5445","$90,000-$99,999","Right Direction"
"5446","$35,000-$39,999","Wrong Track"
"5447","$25,000-$27,499","Right Direction"
"5448","Under $5,000","Wrong Track"
"5449","$125,000-$149,999","Right Direction"
"5450","$150,000-$174,999","Wrong Track"
"5451","$30,000-$34,999","Wrong Track"
"5452","$30,000-$34,999","Right Direction"
"5453","$60,000-$64,999","Wrong Track"
"5454","Under $5,000","Wrong Track"
"5455","$17,500-$19,999","Wrong Track"
"5456","$100,000-$109,999","Right Direction"
"5457",NA,"Right Direction"
"5458","$65,000-$69,999","Wrong Track"
"5459","$175,000-$249,999","Right Direction"
"5460","$70,000-$74,999","Wrong Track"
"5461","$90,000-$99,999","Right Direction"
"5462","$5,000-$9,999","Wrong Track"
"5463","$22,500-$24,999","Wrong Track"
"5464","$80,000-$89,999","Wrong Track"
"5465","$20,000-$22,499","Right Direction"
"5466","$110,000-$124,999","Wrong Track"
"5467","$20,000-$22,499","Right Direction"
"5468","Under $5,000","Wrong Track"
"5469","Under $5,000","Right Direction"
"5470","Under $5,000","Right Direction"
"5471","Under $5,000","Wrong Track"
"5472","$125,000-$149,999","Wrong Track"
"5473","$50,000-$54,999","Wrong Track"
"5474","$27,500-$29,999","Wrong Track"
"5475","$90,000-$99,999","Right Direction"
"5476","Under $5,000","Wrong Track"
"5477","$70,000-$74,999","Wrong Track"
"5478","$175,000-$249,999","Right Direction"
"5479","$15,000-$17,499","Wrong Track"
"5480","$60,000-$64,999","Wrong Track"
"5481","$60,000-$64,999","Wrong Track"
"5482","$80,000-$89,999","Wrong Track"
"5483","$35,000-$39,999","Wrong Track"
"5484","$80,000-$89,999","Right Direction"
"5485","$45,000-$49,999","Wrong Track"
"5486","$50,000-$54,999","Right Direction"
"5487","Under $5,000","Right Direction"
"5488","$12,500-$14,999","Wrong Track"
"5489","$125,000-$149,999","Wrong Track"
"5490","$80,000-$89,999","Right Direction"
"5491","$35,000-$39,999","Wrong Track"
"5492","$5,000-$9,999","Right Direction"
"5493","$5,000-$9,999","Right Direction"
"5494","$20,000-$22,499","Right Direction"
"5495","$40,000-$44,999","Right Direction"
"5496","$80,000-$89,999","Wrong Track"
"5497","Under $5,000","Right Direction"
"5498","$45,000-$49,999","Right Direction"
"5499","$20,000-$22,499","Wrong Track"
"5500","$35,000-$39,999","Wrong Track"
"5501","$75,000-$79,999","Wrong Track"
"5502","$35,000-$39,999","Wrong Track"
"5503","$150,000-$174,999","Right Direction"
"5504","$100,000-$109,999","Wrong Track"
"5505","$90,000-$99,999","Right Direction"
"5506","$110,000-$124,999","Wrong Track"
"5507","$15,000-$17,499","Right Direction"
"5508","$60,000-$64,999","Wrong Track"
"5509","$22,500-$24,999","Wrong Track"
"5510","$50,000-$54,999","Wrong Track"
"5511","$60,000-$64,999","Wrong Track"
"5512",NA,"Wrong Track"
"5513","$45,000-$49,999","Wrong Track"
"5514","$70,000-$74,999","Right Direction"
"5515","$90,000-$99,999","Right Direction"
"5516","$22,500-$24,999","Right Direction"
"5517","$27,500-$29,999","Wrong Track"
"5518","$50,000-$54,999","Right Direction"
"5519","$5,000-$9,999","Wrong Track"
"5520","$45,000-$49,999","Right Direction"
"5521","$35,000-$39,999","Right Direction"
"5522","$70,000-$74,999","Wrong Track"
"5523","$30,000-$34,999","Wrong Track"
"5524","$175,000-$249,999","Wrong Track"
"5525","$80,000-$89,999","Wrong Track"
"5526","$25,000-$27,499","Wrong Track"
"5527","$110,000-$124,999","Wrong Track"
"5528","$125,000-$149,999","Wrong Track"
"5529","$17,500-$19,999","Wrong Track"
"5530","$25,000-$27,499","Right Direction"
"5531","$10,000-$12,499","Wrong Track"
"5532","$30,000-$34,999","Wrong Track"
"5533","$110,000-$124,999","Right Direction"
"5534","Under $5,000","Wrong Track"
"5535","$40,000-$44,999","Wrong Track"
"5536","$15,000-$17,499","Right Direction"
"5537","$70,000-$74,999","Right Direction"
"5538","$60,000-$64,999","Wrong Track"
"5539","$70,000-$74,999","Wrong Track"
"5540","$5,000-$9,999","Right Direction"
"5541","$175,000-$249,999","Wrong Track"
"5542","$30,000-$34,999","Wrong Track"
"5543","$150,000-$174,999","Wrong Track"
"5544","$5,000-$9,999","Right Direction"
"5545","$90,000-$99,999","Wrong Track"
"5546",NA,"Wrong Track"
"5547","$50,000-$54,999","Right Direction"
"5548","$65,000-$69,999","Wrong Track"
"5549","$5,000-$9,999","Wrong Track"
"5550","$25,000-$27,499","Right Direction"
"5551","$22,500-$24,999","Wrong Track"
"5552","$110,000-$124,999","Right Direction"
"5553","$40,000-$44,999","Wrong Track"
"5554","$5,000-$9,999","Wrong Track"
"5555","$22,500-$24,999","Right Direction"
"5556","$25,000-$27,499","Wrong Track"
"5557","$27,500-$29,999","Wrong Track"
"5558","$15,000-$17,499","Right Direction"
"5559","$20,000-$22,499","Wrong Track"
"5560","$5,000-$9,999","Right Direction"
"5561","Under $5,000","Right Direction"
"5562","$35,000-$39,999","Right Direction"
"5563","Under $5,000","Right Direction"
"5564","$60,000-$64,999","Right Direction"
"5565","$35,000-$39,999","Right Direction"
"5566","Under $5,000","Wrong Track"
"5567","Under $5,000","Wrong Track"
"5568","Under $5,000","Right Direction"
"5569","$100,000-$109,999","Wrong Track"
"5570","$70,000-$74,999","Wrong Track"
"5571","$110,000-$124,999","Wrong Track"
"5572","$35,000-$39,999","Wrong Track"
"5573","$150,000-$174,999","Right Direction"
"5574",NA,"Right Direction"
"5575","$50,000-$54,999","Wrong Track"
"5576","$30,000-$34,999","Wrong Track"
"5577","Under $5,000","Right Direction"
"5578","$65,000-$69,999","Wrong Track"
"5579","$45,000-$49,999","Wrong Track"
"5580","$80,000-$89,999","Right Direction"
"5581","$125,000-$149,999","Wrong Track"
"5582","$50,000-$54,999","Wrong Track"
"5583",NA,"Wrong Track"
"5584","$70,000-$74,999","Wrong Track"
"5585","$250,000 Or More","Wrong Track"
"5586","$100,000-$109,999","Right Direction"
"5587","$80,000-$89,999","Wrong Track"
"5588","$25,000-$27,499","Wrong Track"
"5589","$20,000-$22,499","Wrong Track"
"5590","$80,000-$89,999","Wrong Track"
"5591","Under $5,000","Wrong Track"
"5592","$40,000-$44,999","Wrong Track"
"5593","$25,000-$27,499","Wrong Track"
"5594","$60,000-$64,999","Right Direction"
"5595","$80,000-$89,999","Wrong Track"
"5596","Under $5,000","Right Direction"
"5597","$55,000-$59,999","Wrong Track"
"5598","$65,000-$69,999","Wrong Track"
"5599","$20,000-$22,499","Right Direction"
"5600","$75,000-$79,999","Wrong Track"
"5601","$55,000-$59,999","Wrong Track"
"5602","$40,000-$44,999","Right Direction"
"5603","$75,000-$79,999","Wrong Track"
"5604","$17,500-$19,999","Wrong Track"
"5605","$55,000-$59,999","Wrong Track"
"5606","$110,000-$124,999","Wrong Track"
"5607","$110,000-$124,999","Right Direction"
"5608","$50,000-$54,999","Right Direction"
"5609","$50,000-$54,999","Right Direction"
"5610","$65,000-$69,999","Right Direction"
"5611","$175,000-$249,999","Wrong Track"
"5612","$35,000-$39,999","Right Direction"
"5613","$5,000-$9,999","Right Direction"
"5614","$25,000-$27,499","Right Direction"
"5615","$20,000-$22,499","Wrong Track"
"5616","$10,000-$12,499","Wrong Track"
"5617","$250,000 Or More","Wrong Track"
"5618","$20,000-$22,499","Wrong Track"
"5619","$90,000-$99,999","Wrong Track"
"5620","$65,000-$69,999","Right Direction"
"5621","$22,500-$24,999","Wrong Track"
"5622","$30,000-$34,999","Right Direction"
"5623","$35,000-$39,999","Wrong Track"
"5624","$40,000-$44,999","Right Direction"
"5625","$75,000-$79,999","Wrong Track"
"5626","$80,000-$89,999","Wrong Track"
"5627","$5,000-$9,999","Wrong Track"
"5628","Under $5,000","Right Direction"
"5629","$5,000-$9,999","Wrong Track"
"5630","$150,000-$174,999","Wrong Track"
"5631","$60,000-$64,999","Wrong Track"
"5632","$45,000-$49,999","Right Direction"
"5633","$125,000-$149,999","Wrong Track"
"5634","Under $5,000","Right Direction"
"5635","$15,000-$17,499","Wrong Track"
"5636","$15,000-$17,499","Wrong Track"
"5637","$65,000-$69,999","Wrong Track"
"5638","$175,000-$249,999","Right Direction"
"5639","$30,000-$34,999","Wrong Track"
"5640","$50,000-$54,999","Wrong Track"
"5641","$17,500-$19,999","Right Direction"
"5642","$5,000-$9,999","Wrong Track"
"5643","$35,000-$39,999","Wrong Track"
"5644","$175,000-$249,999","Wrong Track"
"5645","$70,000-$74,999","Wrong Track"
"5646","$5,000-$9,999","Right Direction"
"5647","$70,000-$74,999","Wrong Track"
"5648","$100,000-$109,999","Right Direction"
"5649",NA,"Wrong Track"
"5650","$12,500-$14,999","Right Direction"
"5651","$25,000-$27,499","Right Direction"
"5652","$60,000-$64,999","Wrong Track"
"5653","$30,000-$34,999","Right Direction"
"5654","$100,000-$109,999","Wrong Track"
"5655","$30,000-$34,999","Wrong Track"
"5656","$60,000-$64,999","Wrong Track"
"5657","$15,000-$17,499","Right Direction"
"5658","$30,000-$34,999","Wrong Track"
"5659","$30,000-$34,999","Wrong Track"
"5660","Under $5,000","Wrong Track"
"5661","$35,000-$39,999","Wrong Track"
"5662","$20,000-$22,499","Wrong Track"
"5663","$80,000-$89,999","Wrong Track"
"5664","$65,000-$69,999","Wrong Track"
"5665","$150,000-$174,999","Wrong Track"
"5666","$250,000 Or More","Wrong Track"
"5667","$70,000-$74,999","Wrong Track"
"5668","$30,000-$34,999","Wrong Track"
"5669","$30,000-$34,999","Right Direction"
"5670","Under $5,000","Right Direction"
"5671","$45,000-$49,999","Wrong Track"
"5672","$125,000-$149,999","Right Direction"
"5673","$50,000-$54,999","Wrong Track"
"5674","$150,000-$174,999","Wrong Track"
"5675","Under $5,000","Right Direction"
"5676","$10,000-$12,499","Wrong Track"
"5677","$50,000-$54,999","Right Direction"
"5678","Under $5,000","Wrong Track"
"5679","Under $5,000","Wrong Track"
"5680","$175,000-$249,999","Wrong Track"
"5681","$45,000-$49,999","Wrong Track"
"5682","$65,000-$69,999","Wrong Track"
"5683","$55,000-$59,999","Wrong Track"
"5684","Under $5,000","Right Direction"
"5685","$175,000-$249,999","Wrong Track"
"5686","$25,000-$27,499","Right Direction"
"5687","Under $5,000","Wrong Track"
"5688","$60,000-$64,999","Wrong Track"
"5689","$175,000-$249,999","Wrong Track"
"5690","$45,000-$49,999","Wrong Track"
"5691","$22,500-$24,999","Wrong Track"
"5692","$12,500-$14,999","Wrong Track"
"5693","$55,000-$59,999","Wrong Track"
"5694","$60,000-$64,999","Wrong Track"
"5695","$40,000-$44,999","Right Direction"
"5696","$80,000-$89,999","Right Direction"
"5697","$100,000-$109,999","Wrong Track"
"5698","$50,000-$54,999","Right Direction"
"5699","$5,000-$9,999","Right Direction"
"5700","$10,000-$12,499","Right Direction"
"5701","$90,000-$99,999","Wrong Track"
"5702","$5,000-$9,999","Right Direction"
"5703","$50,000-$54,999","Wrong Track"
"5704","$150,000-$174,999","Wrong Track"
"5705","$20,000-$22,499","Wrong Track"
"5706","$75,000-$79,999","Wrong Track"
"5707","$125,000-$149,999","Wrong Track"
"5708","Under $5,000","Right Direction"
"5709","$100,000-$109,999","Wrong Track"
"5710","$60,000-$64,999","Wrong Track"
"5711","$35,000-$39,999","Right Direction"
"5712","$45,000-$49,999","Wrong Track"
"5713","$75,000-$79,999","Wrong Track"
"5714","$60,000-$64,999","Right Direction"
"5715","Under $5,000","Wrong Track"
"5716","Under $5,000","Right Direction"
"5717","$17,500-$19,999","Wrong Track"
"5718","$30,000-$34,999","Wrong Track"
"5719","$15,000-$17,499","Wrong Track"
"5720","$80,000-$89,999","Wrong Track"
"5721","$30,000-$34,999","Right Direction"
"5722","$80,000-$89,999","Wrong Track"
"5723","$20,000-$22,499","Right Direction"
"5724","$35,000-$39,999","Right Direction"
"5725","$80,000-$89,999","Wrong Track"
"5726","$250,000 Or More","Wrong Track"
"5727","$40,000-$44,999","Wrong Track"
"5728","Under $5,000","Wrong Track"
"5729","$15,000-$17,499","Right Direction"
"5730","$100,000-$109,999","Wrong Track"
"5731","$5,000-$9,999","Wrong Track"
"5732","$10,000-$12,499","Wrong Track"
"5733","$75,000-$79,999","Right Direction"
"5734","$27,500-$29,999","Wrong Track"
"5735","$25,000-$27,499","Wrong Track"
"5736","Under $5,000","Right Direction"
"5737","$35,000-$39,999","Wrong Track"
"5738","$75,000-$79,999","Wrong Track"
"5739","$40,000-$44,999","Wrong Track"
"5740","$250,000 Or More","Wrong Track"
"5741","$20,000-$22,499","Wrong Track"
"5742","$50,000-$54,999","Wrong Track"
"5743","$15,000-$17,499","Wrong Track"
"5744","$45,000-$49,999","Wrong Track"
